Symbol;Name;Country;IPO Year;Sector;Industry
ALLT;Allot Ltd. Ordinary Shares;Israel;2006;Technology;Computer Communications Equipment
ALLY;Ally Financial Inc. Common Stock;United States;2014;Finance;Major Banks
ALLY.PRA;Ally Financial Inc.;;;;
ALNA;Allena Pharmaceuticals Inc. Common Stock;United States;2017;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ALNY;Alnylam Pharmaceuticals Inc. Common Stock;United States;2004;Health Care;Major Pharmaceuticals
ALOT;AstroNova Inc. Common Stock;United States;1983;Technology;Computer peripheral equipment
ALP.PRQ;Alabama Power Company;;;;
ALPN;Alpine Immune Sciences Inc. Common Stock;United States;2015;Health Care;Major Pharmaceuticals
ALRM;Alarm.com Holdings Inc. Common Stock;United States;2015;Technology;Computer Software: Prepackaged Software
ALRN;Aileron Therapeutics Inc. Common Stock;United States;2017;Health Care;Major Pharmaceuticals
ALRS;Alerus Financial Corporation Common Stock;United States;2019;Finance;Major Banks
ALSK;Alaska Communications Systems Group Inc. Common Stock;United States;1999;Public Utilities;Telecommunications Equipment
ALSN;Allison Transmission Holdings Inc. Common Stock;United States;2012;Capital Goods;Auto Parts:O.E.M.
ALT;Altimmune Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
ALTA;Altabancorp Common Stock;United States;2015;Finance;Major Banks
ALTG;Alta Equipment Group Inc. Class A Common Stock;;2019;Capital Goods;Industrial Machinery/Components
ALTG.PRA;Alta Equipment Group Inc.;;;;
ALTG.WS;Alta Equipment Group Inc. Warrants;;;;
ALTM;Altus Midstream Company Class A Common Stock;United States;2017;Public Utilities;Natural Gas Distribution
ALTR;Altair Engineering Inc. Class A Common Stock;United States;2017;Technology;Computer Software: Prepackaged Software
ALTU;Altitude Acquisition Corp. Class A Common Stock;United States;;;
ALTUU;Altitude Acquisition Corp. Unit;United States;2020;Finance;Business Services
ALTUW;Altitude Acquisition Corp. Warrant;United States;;;
ALUS;Alussa Energy Acquisition Corp. Class A Ordinary Shares;;2020;Finance;Business Services
ALUS.U;Alussa Energy Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-half of one redeemable warrant;;2019;;
ALUS.WS;Alussa Energy Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50;;;;
ALV;Autoliv Inc. Common Stock;Sweden;;Capital Goods;Auto Parts:O.E.M.
ALVR;AlloVir Inc. Common Stock;United States;2020;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ALX;Alexander's Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
ALXN;Alexion Pharmaceuticals Inc. Common Stock;United States;1996;Health Care;Major Pharmaceuticals
ALXO;ALX Oncology Holdings Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
ALYA;Alithya Group inc. Class A Subordinate Voting Shares;Canada;;Technology;Computer Software: Programming Data Processing
AM;Antero Midstream Corporation Common Stock;United States;2017;Public Utilities;Natural Gas Distribution
AMAL;Amalgamated Bank Class A Common Stock;United States;2018;Consumer Non-Durables;Textiles
AMAT;Applied Materials Inc. Common Stock;United States;1972;Technology;Semiconductors
AMBA;Ambarella Inc. Ordinary Shares;United States;2012;Technology;Semiconductors
AMBC;Ambac Financial Group Inc. Common Stock;United States;;Finance;Property-Casualty Insurers
AMBC.WS;Ambac Financial Group Inc. Warrants;United States;;;
AMBO;Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares;China;;Consumer Services;Other Consumer Services
AMC;AMC Entertainment Holdings Inc. Class A Common Stock;;2013;Consumer Services;Movies/Entertainment
AMCI;AMCI Acquisition Corp. Class A Common Stock;United States;2018;Miscellaneous;Industrial Machinery/Components
AMCIU;AMCI Acquisition Corp. Unit;United States;2018;Miscellaneous;Industrial Machinery/Components
AMCIW;AMCI Acquisition Corp. Warrant;United States;2018;Miscellaneous;Industrial Machinery/Components
AMCR;Amcor plc Ordinary Shares;;2019;Consumer Durables;Miscellaneous manufacturing industries
AMCX;AMC Networks Inc. Class A Common Stock;United States;;Consumer Services;Television Services
AMD;Advanced Micro Devices Inc. Common Stock;United States;;Technology;Semiconductors
AME;AMETEK Inc.;United States;;Capital Goods;Industrial Machinery/Components
AMED;Amedisys Inc Common Stock;United States;;Health Care;Medical/Nursing Services
AMEH;Apollo Medical Holdings Inc. Common Stock;United States;;Consumer Services;Professional Services
AMER;Emles Made in America ETF;;2020;;
AMG;Affiliated Managers Group Inc. Common Stock;United States;;Finance;Investment Managers
AMGN;Amgen Inc. Common Stock;United States;1983;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AMH;American Homes 4 Rent Common Shares of Beneficial Interest;;2013;Consumer Services;Real Estate Investment Trusts
AMH.PRD;American Homes 4 Rent;;;;
AMH.PRE;American Homes 4 Rent;;;;
AMH.PRF;American Homes 4 Rent;;;;
AMH.PRG;American Homes 4 Rent;;;;
AMH.PRH;American Homes 4 Rent;;;;
AMHC;Amplitude Healthcare Acquisition Corporation Class A Common Stock;United States;2020;Finance;Business Services
AMHCU;Amplitude Healthcare Acquisition Corporation Unit;United States;2019;Finance;Business Services
AMHCW;Amplitude Healthcare Acquisition Corporation Warrants;United States;2020;Finance;Business Services
AMK;AssetMark Financial Holdings Inc. Common Stock;United States;2019;Finance;Investment Managers
AMKR;Amkor Technology Inc. Common Stock;United States;1998;Technology;Semiconductors
AMN;AMN Healthcare Services Inc AMN Healthcare Services Inc;United States;;Technology;Professional Services
AMNB;American National Bankshares Inc. Common Stock;United States;;Finance;Major Banks
AMOT;Allied Motion Technologies Inc.;United States;;Capital Goods;Electrical Products
AMOV;America Movil S.A.B. de C.V. Class A American Depositary Shares;Mexico;;Public Utilities;Telecommunications Equipment
AMP;Ameriprise Financial Inc. Common Stock;United States;;Finance;Investment Managers
AMPE;Ampio Pharmaceuticals Inc.;United States;;Health Care;Major Pharmaceuticals
AMPH;Amphastar Pharmaceuticals Inc. Common Stock;United States;2014;Health Care;Major Pharmaceuticals
AMPY;Amplify Energy Corp. Common Stock;United States;2016;Energy;Oil & Gas Production
AMRB;American River Bankshares Common Stock;United States;;Finance;Major Banks
AMRC;Ameresco Inc. Class A Common Stock;United States;2010;Basic Industries;Engineering & Construction
AMRK;A-Mark Precious Metals Inc. Common Stock;United States;;Basic Industries;Other Specialty Stores
AMRN;Amarin Corporation plc;Ireland;;Health Care;Major Pharmaceuticals
AMRS;Amyris Inc. Common Stock;United States;2010;Basic Industries;Major Chemicals
AMRX;Amneal Pharmaceuticals Inc. Class A Common Stock;;2018;Health Care;Major Pharmaceuticals
AMS;American Shared Hospital Services Common Stock;United States;;Health Care;Medical Specialities
AMSC;American Superconductor Corporation Common Stock;United States;1991;Consumer Durables;Metal Fabrications
AMSF;AMERISAFE Inc. Common Stock;United States;2005;Finance;Property-Casualty Insurers
AMST;Amesite Inc. Common Stock;United States;2020;Technology;Computer Software: Prepackaged Software
AMSWA;American Software Inc. Class A Common Stock;United States;;Technology;Computer Software: Prepackaged Software
AMT;American Tower Corporation (REIT) Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
AMTB;Amerant Bancorp Inc. Class A Common Stock;United States;;Finance;Major Banks
AMTBB;Amerant Bancorp Inc. Class B Common Stock;United States;;Finance;Major Banks
AMTI;Applied Molecular Transport Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
AMTX;Aemetis Inc. Common Stock;United States;;Basic Industries;Major Chemicals
AMWD;American Woodmark Corporation Common Stock;United States;1986;Basic Industries;Forest Products
AMWL;American Well Corporation Class A Common Stock;United States;2020;Miscellaneous;Business Services
AMX;America Movil S.A.B. de C.V. American Depository Receipt Series L;Mexico;;Public Utilities;Telecommunications Equipment
AMYT;Amryt Pharma plc American Depositary Shares;United Kingdom;;Health Care;Major Pharmaceuticals
AMZN;Amazon.com Inc. Common Stock;United States;1997;Consumer Services;Catalog/Specialty Distribution
AN;AutoNation Inc. Common Stock;United States;;Consumer Durables;Automotive Aftermarket
ANAB;AnaptysBio Inc. Common Stock;United States;2017;Health Care;Major Pharmaceuticals
ANAT;American National Group Inc. Common Stock;United States;;Finance;Life Insurance
ANCN;Anchiano Therapeutics Ltd. American Depositary Share;Israel;2019;Health Care;Major Pharmaceuticals
ANDA;Andina Acquisition Corp. III Ordinary Shares;United States;2019;Finance;Business Services
ANDAR;Andina Acquisition Corp. III Right;United States;2019;Finance;Business Services
ANDAU;Andina Acquisition Corp. III Unit;United States;2019;Finance;Business Services
ANDAW;Andina Acquisition Corp. III Warrant;United States;2019;Finance;Business Services
ANDE;Andersons Inc. (The) Common Stock;United States;;Consumer Services;Farming/Seeds/Milling
ANET;Arista Networks Inc. Common Stock;;2014;Technology;Computer Communications Equipment
ANF;Abercrombie & Fitch Company Common Stock;United States;;Consumer Services;Clothing/Shoe/Accessory Stores
ANGI;ANGI Homeservices Inc. Class A Common Stock;United States;;Consumer Services;Advertising
ANGO;AngioDynamics Inc. Common Stock;United States;2004;Health Care;Medical/Dental Instruments
ANH;Anworth Mortgage Asset Corporation Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
ANH.PRA;Anworth Mortgage Asset  Corporation;;;;
ANH.PRB;Anworth Mortgage Asset  Corporation;;;;
ANH.PRC;Anworth Mortgage Asset  Corporation;;;;
ANIK;Anika Therapeutics Inc. Common Stock;United States;;Health Care;Medical/Dental Instruments
ANIP;ANI Pharmaceuticals Inc.;United States;;Health Care;Major Pharmaceuticals
ANIX;Anixa Biosciences Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
ANNX;Annexon Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
ANPC;AnPac Bio-Medical Science Co. Ltd. American Depositary Shares;China;2020;Health Care;Medical Specialities
ANSS;ANSYS Inc. Common Stock;United States;1996;Technology;Computer Software: Prepackaged Software
ANTE;AirNet Technology Inc. American Depositary Shares;China;;Technology;Advertising
ANTM;Anthem Inc. Common Stock;United States;;Health Care;Medical Specialities
ANVS;Annovis Bio Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
ANY;Sphere 3D Corp. Common Shares;Canada;;Technology;EDP Services
AOD;Aberdeen Total Dynamic Dividend Fund Common Stock;United States;2007;;
AON;Aon plc Class A Ordinary Shares (Ireland);United States;;Finance;Specialty Insurers
AONE;one Class A Ordinary Shares;United States;2020;Finance;Business Services
AONE.U;one Units each consisting of one Class A Ordinary Share and one third of one Warrant to acquire one Class A Ordinary Share;United States;2020;;
AONE.WS;one Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
AOS;A.O. Smith Corporation Common Stock;United States;;Consumer Durables;Consumer Electronics/Appliances
AOSL;Alpha and Omega Semiconductor Limited Common Shares;Bermuda;2010;Technology;Semiconductors
AOUT;American Outdoor Brands Inc. Common Stock ;United States;;Capital Goods;Ordnance And Accessories
AP;Ampco-Pittsburgh Corporation Common Stock;United States;;Capital Goods;Fluid Controls
AP.WS;Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock;United States;;;
APA;Apache Corporation Common Stock;United States;;Energy;Oil & Gas Production
APAM;Artisan Partners Asset Management Inc. Class A Common Stock;United States;2013;Finance;Investment Managers
APD;Air Products and Chemicals Inc. Common Stock;United States;;Basic Industries;Major Chemicals
APDN;Applied DNA Sciences Inc. Common Stock;United States;;Consumer Services;Other Consumer Services
APEI;American Public Education Inc. Common Stock;United States;2007;Consumer Services;Other Consumer Services
APEN;Apollo Endosurgery Inc. Common Stock;United States;;Health Care;Medical/Dental Instruments
APG;APi Group Corporation Common Stock;;2020;Basic Industries;Engineering & Construction
APH;Amphenol Corporation Common Stock;United States;;Capital Goods;Electrical Products
APHA;Aphria Inc. Common Shares;Canada;;Consumer Durables;Specialty Chemicals
API;Agora Inc. American Depositary Shares;China;2020;Technology;Computer Software: Prepackaged Software
APLE;Apple Hospitality REIT Inc. Common Shares;United States;2015;Consumer Services;Real Estate Investment Trusts
APLS;Apellis Pharmaceuticals Inc. Common Stock;United States;2017;Health Care;Major Pharmaceuticals
APLT;Applied Therapeutics Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
APM;Aptorum Group Limited Class A Ordinary Shares;Hong Kong;2018;Health Care;Major Pharmaceuticals
APO;Apollo Global Management Inc. Class A Common Stock;United States;2011;Finance;Investment Managers
APO.PRA;Apollo Global Management Inc;;;;
APO.PRB;Apollo Global Management Inc;;;;
APOG;Apogee Enterprises Inc. Common Stock;United States;;Capital Goods;Auto Parts:O.E.M.
APOP;Cellect Biotechnology Ltd. American Depositary Shares;Israel;2016;Health Care;Medical/Dental Instruments
APOPW;Cellect Biotechnology Ltd. Warrants to Purchase ADRs;Israel;2016;Health Care;Medical/Dental Instruments
APPF;AppFolio Inc. Class A Common Stock;United States;2015;Technology;Computer Software: Prepackaged Software
APPN;Appian Corporation Class A Common Stock;United States;2017;Technology;Computer Software: Prepackaged Software
APPS;Digital Turbine Inc. Common Stock;United States;;Miscellaneous;Multi-Sector Companies
APRE;Aprea Therapeutics Inc. Common stock;United States;2019;Health Care;Major Pharmaceuticals
APRN;Blue Apron Holdings Inc. Class A Common Stock;United States;2017;Consumer Services;Catalog/Specialty Distribution
APSG;Apollo Strategic Growth Capital Class A Ordinary Shares;United States;2020;Finance;Business Services
APSG.U;Apollo Strategic Growth Capital Units each consisting of one Class A Ordinary Share and one-third Warrant;United States;2020;;
APSG.WS;Apollo Strategic Growth Capital Warrants each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share;United States;;;
APT;Alpha Pro Tech Ltd. Common Stock;Canada;;Health Care;Industrial Specialties
APTO;Aptose Biosciences Inc. Common Shares;Canada;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
